REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2015/08/08 17:30:00",9117.55,38.31,TRADE
NSW1,"2015/08/08 18:00:00",9925.45,66.37,TRADE
NSW1,"2015/08/08 18:30:00",10186.65,93.18,TRADE
NSW1,"2015/08/08 19:00:00",10126.26,72.29,TRADE
NSW1,"2015/08/08 19:30:00",9938.36,45.22,TRADE
NSW1,"2015/08/08 20:00:00",9726,38.71,TRADE
NSW1,"2015/08/08 20:30:00",9622.02,35.95,TRADE
NSW1,"2015/08/08 21:00:00",9436.49,36.01,TRADE
NSW1,"2015/08/08 21:30:00",9361.76,36.07,TRADE
NSW1,"2015/08/08 22:00:00",9139.36,36.03,TRADE
NSW1,"2015/08/08 22:30:00",9076.61,36.06,TRADE
NSW1,"2015/08/08 23:00:00",8841.14,36.23,TRADE
NSW1,"2015/08/08 23:30:00",8699.28,35.83,TRADE
NSW1,"2015/08/09 00:00:00",8458.28,35.75,TRADE
NSW1,"2015/08/09 00:30:00",8158.53,36.03,TRADE
NSW1,"2015/08/09 01:00:00",7876.12,36.03,TRADE
NSW1,"2015/08/09 01:30:00",7594.07,34.56,TRADE
NSW1,"2015/08/09 02:00:00",7364.08,35.92,TRADE
NSW1,"2015/08/09 02:30:00",7062.05,35.97,TRADE
NSW1,"2015/08/09 03:00:00",6829.94,34.46,TRADE
NSW1,"2015/08/09 03:30:00",6625.65,31.57,TRADE
NSW1,"2015/08/09 04:00:00",6580.1,32.68,TRADE
NSW1,"2015/08/09 04:30:00",6518.35,31.67,TRADE
NSW1,"2015/08/09 05:00:00",6559.33,31.03,TRADE
NSW1,"2015/08/09 05:30:00",6648.56,33.1,TRADE
NSW1,"2015/08/09 06:00:00",6805.89,35.09,TRADE
NSW1,"2015/08/09 06:30:00",7119.66,36.88,TRADE
NSW1,"2015/08/09 07:00:00",7395.05,35.07,TRADE
NSW1,"2015/08/09 07:30:00",7809.3,34.24,TRADE
NSW1,"2015/08/09 08:00:00",8254.77,36.26,TRADE
NSW1,"2015/08/09 08:30:00",8655.16,35.77,TRADE
NSW1,"2015/08/09 09:00:00",8833.38,36.35,TRADE
NSW1,"2015/08/09 09:30:00",8823.07,37.19,TRADE
NSW1,"2015/08/09 10:00:00",8710.57,36.01,TRADE
NSW1,"2015/08/09 10:30:00",8515.64,35.71,TRADE
NSW1,"2015/08/09 11:00:00",8227.48,32.97,TRADE
NSW1,"2015/08/09 11:30:00",8005.41,32.01,TRADE
NSW1,"2015/08/09 12:00:00",7789.48,32.49,TRADE
NSW1,"2015/08/09 12:30:00",7628.43,32.01,TRADE
NSW1,"2015/08/09 13:00:00",7520.46,32.18,TRADE
NSW1,"2015/08/09 13:30:00",7414.33,32.01,TRADE
NSW1,"2015/08/09 14:00:00",7328.13,31.96,TRADE
NSW1,"2015/08/09 14:30:00",7342.5,33.48,TRADE
NSW1,"2015/08/09 15:00:00",7397.59,32.52,TRADE
NSW1,"2015/08/09 15:30:00",7522.85,32.52,TRADE
NSW1,"2015/08/09 16:00:00",7719.41,34.86,TRADE
NSW1,"2015/08/09 16:30:00",8051.13,35.46,TRADE
NSW1,"2015/08/09 17:00:00",8495.52,37.01,TRADE
NSW1,"2015/08/09 17:30:00",9032.25,39.76,TRADE
NSW1,"2015/08/09 18:00:00",9890.69,98.21,TRADE
NSW1,"2015/08/09 18:30:00",10250.05,74.75,TRADE
NSW1,"2015/08/09 19:00:00",10247.72,46.78,TRADE
NSW1,"2015/08/09 19:30:00",10084.41,36.35,TRADE
NSW1,"2015/08/09 20:00:00",9863.33,34.96,TRADE
NSW1,"2015/08/09 20:30:00",9698.3,35.71,TRADE
NSW1,"2015/08/09 21:00:00",9475.6,35.3,TRADE
NSW1,"2015/08/09 21:30:00",9195.18,34.69,TRADE
NSW1,"2015/08/09 22:00:00",8847.75,35.14,TRADE
NSW1,"2015/08/09 22:30:00",8639.9,37.13,TRADE
NSW1,"2015/08/09 23:00:00",8255.31,33.54,TRADE
NSW1,"2015/08/09 23:30:00",8035.28,35.47,TRADE
NSW1,"2015/08/10 00:00:00",7859.29,36.19,TRADE
NSW1,"2015/08/10 00:30:00",7598.07,34.85,TRADE
NSW1,"2015/08/10 01:00:00",7447.04,34.58,TRADE
NSW1,"2015/08/10 01:30:00",7262.12,32.92,TRADE
NSW1,"2015/08/10 02:00:00",7077.83,31.91,TRADE
NSW1,"2015/08/10 02:30:00",6795.89,32.01,TRADE
NSW1,"2015/08/10 03:00:00",6589.01,31.69,TRADE
NSW1,"2015/08/10 03:30:00",6480.57,31.56,TRADE
NSW1,"2015/08/10 04:00:00",6400.54,30.78,TRADE
NSW1,"2015/08/10 04:30:00",6425.67,27.28,TRADE
NSW1,"2015/08/10 05:00:00",6583.69,28.91,TRADE
NSW1,"2015/08/10 05:30:00",6934.01,33.6,TRADE
NSW1,"2015/08/10 06:00:00",7427.96,25.37,TRADE
NSW1,"2015/08/10 06:30:00",8322.77,23.65,TRADE
NSW1,"2015/08/10 07:00:00",9124.85,42.88,TRADE
NSW1,"2015/08/10 07:30:00",9664.62,42.33,TRADE
NSW1,"2015/08/10 08:00:00",9951.1,52.05,TRADE
NSW1,"2015/08/10 08:30:00",9906.31,42.68,TRADE
NSW1,"2015/08/10 09:00:00",9630.12,36.8,TRADE
NSW1,"2015/08/10 09:30:00",9471.63,35.85,TRADE
NSW1,"2015/08/10 10:00:00",9205.94,33.15,TRADE
NSW1,"2015/08/10 10:30:00",8991.15,31.2,TRADE
NSW1,"2015/08/10 11:00:00",8806.89,29.48,TRADE
NSW1,"2015/08/10 11:30:00",8551.38,28.54,TRADE
NSW1,"2015/08/10 12:00:00",8429.16,28.6,TRADE
NSW1,"2015/08/10 12:30:00",8351.6,29.62,TRADE
NSW1,"2015/08/10 13:00:00",8268.21,29.07,TRADE
NSW1,"2015/08/10 13:30:00",8199.58,30.08,TRADE
NSW1,"2015/08/10 14:00:00",8106.3,31.27,TRADE
NSW1,"2015/08/10 14:30:00",8068.31,30.35,TRADE
NSW1,"2015/08/10 15:00:00",8043.17,29.89,TRADE
NSW1,"2015/08/10 15:30:00",8075.96,30.34,TRADE
NSW1,"2015/08/10 16:00:00",8211.88,32.63,TRADE
NSW1,"2015/08/10 16:30:00",8458.71,31.88,TRADE
NSW1,"2015/08/10 17:00:00",8838.24,34.01,TRADE
NSW1,"2015/08/10 17:30:00",9385.31,34.05,TRADE
NSW1,"2015/08/10 18:00:00",10172.11,57.45,TRADE
NSW1,"2015/08/10 18:30:00",10508.45,52.89,TRADE
NSW1,"2015/08/10 19:00:00",10485.32,43.66,TRADE
NSW1,"2015/08/10 19:30:00",10294.53,35.34,TRADE
NSW1,"2015/08/10 20:00:00",10055.15,35.49,TRADE
NSW1,"2015/08/10 20:30:00",9853.91,37.34,TRADE
NSW1,"2015/08/10 21:00:00",9628.53,35.78,TRADE
NSW1,"2015/08/10 21:30:00",9283.93,33.57,TRADE
NSW1,"2015/08/10 22:00:00",8897.91,29.44,TRADE
NSW1,"2015/08/10 22:30:00",8801.45,29.75,TRADE
NSW1,"2015/08/10 23:00:00",8466.98,29.29,TRADE
NSW1,"2015/08/10 23:30:00",8300.35,30.53,TRADE
NSW1,"2015/08/11 00:00:00",8258.35,30.42,TRADE
NSW1,"2015/08/11 00:30:00",8122.02,30.07,TRADE
NSW1,"2015/08/11 01:00:00",7813.05,33.38,TRADE
NSW1,"2015/08/11 01:30:00",7676.14,35.24,TRADE
NSW1,"2015/08/11 02:00:00",7423.76,32.11,TRADE
NSW1,"2015/08/11 02:30:00",7089.07,30.76,TRADE
NSW1,"2015/08/11 03:00:00",6862.6,30.19,TRADE
NSW1,"2015/08/11 03:30:00",6676.52,29.86,TRADE
NSW1,"2015/08/11 04:00:00",6571.93,28.89,TRADE
NSW1,"2015/08/11 04:30:00",6587.54,29.64,TRADE
NSW1,"2015/08/11 05:00:00",6719.02,30.46,TRADE
NSW1,"2015/08/11 05:30:00",7061.16,33.65,TRADE
NSW1,"2015/08/11 06:00:00",7554.4,28.08,TRADE
NSW1,"2015/08/11 06:30:00",8475.48,24.55,TRADE
NSW1,"2015/08/11 07:00:00",9318.25,35.96,TRADE
NSW1,"2015/08/11 07:30:00",9798.73,37.11,TRADE
NSW1,"2015/08/11 08:00:00",9951.13,36.79,TRADE
NSW1,"2015/08/11 08:30:00",9790.91,35.9,TRADE
NSW1,"2015/08/11 09:00:00",9421.33,34.99,TRADE
NSW1,"2015/08/11 09:30:00",9176.03,35.04,TRADE
NSW1,"2015/08/11 10:00:00",8946.32,31.92,TRADE
NSW1,"2015/08/11 10:30:00",8735.97,31.38,TRADE
NSW1,"2015/08/11 11:00:00",8532.37,31.41,TRADE
NSW1,"2015/08/11 11:30:00",8319.99,28.06,TRADE
NSW1,"2015/08/11 12:00:00",8186.54,26.61,TRADE
NSW1,"2015/08/11 12:30:00",8110.29,32.47,TRADE
NSW1,"2015/08/11 13:00:00",8055.43,30.12,TRADE
NSW1,"2015/08/11 13:30:00",7967.55,30.15,TRADE
NSW1,"2015/08/11 14:00:00",7989.68,33.91,TRADE
NSW1,"2015/08/11 14:30:00",7971.23,34.93,TRADE
NSW1,"2015/08/11 15:00:00",7965.89,34.29,TRADE
NSW1,"2015/08/11 15:30:00",8032.25,34.56,TRADE
NSW1,"2015/08/11 16:00:00",8217.32,32.06,TRADE
NSW1,"2015/08/11 16:30:00",8448.76,34.15,TRADE
NSW1,"2015/08/11 17:00:00",8774.96,34.49,TRADE
NSW1,"2015/08/11 17:30:00",9280.02,37.56,TRADE
NSW1,"2015/08/11 18:00:00",10070.09,67.61,TRADE
NSW1,"2015/08/11 18:30:00",10389.52,62.71,TRADE
NSW1,"2015/08/11 19:00:00",10431.6,44.92,TRADE
NSW1,"2015/08/11 19:30:00",10238.29,39.46,TRADE
NSW1,"2015/08/11 20:00:00",10119.06,35.76,TRADE
NSW1,"2015/08/11 20:30:00",9937.48,35.45,TRADE
NSW1,"2015/08/11 21:00:00",9722.64,34.97,TRADE
NSW1,"2015/08/11 21:30:00",9456.62,34.86,TRADE
NSW1,"2015/08/11 22:00:00",9107.46,34.9,TRADE
NSW1,"2015/08/11 22:30:00",9067.07,39.94,TRADE
NSW1,"2015/08/11 23:00:00",8752.43,34.65,TRADE
NSW1,"2015/08/11 23:30:00",8619.96,35.39,TRADE
NSW1,"2015/08/12 00:00:00",8436.45,35.36,TRADE
NSW1,"2015/08/12 00:30:00",8249.83,36.22,TRADE
NSW1,"2015/08/12 01:00:00",8047.15,36.02,TRADE
NSW1,"2015/08/12 01:30:00",7860.88,39.51,TRADE
NSW1,"2015/08/12 02:00:00",7653.42,35.03,TRADE
NSW1,"2015/08/12 02:30:00",7338.84,34.82,TRADE
NSW1,"2015/08/12 03:00:00",7014.74,34.31,TRADE
NSW1,"2015/08/12 03:30:00",6799.33,36.6,TRADE
NSW1,"2015/08/12 04:00:00",6736.93,34.86,TRADE
NSW1,"2015/08/12 04:30:00",6705.6,30.61,TRADE
NSW1,"2015/08/12 05:00:00",6815.49,34.88,TRADE
NSW1,"2015/08/12 05:30:00",7205.54,39.51,TRADE
NSW1,"2015/08/12 06:00:00",7669.13,28.65,TRADE
NSW1,"2015/08/12 06:30:00",8614.73,35.56,TRADE
NSW1,"2015/08/12 07:00:00",9432.01,41.65,TRADE
NSW1,"2015/08/12 07:30:00",9974.18,47.69,TRADE
NSW1,"2015/08/12 08:00:00",10216.97,72.24,TRADE
NSW1,"2015/08/12 08:30:00",10113.53,54.03,TRADE
NSW1,"2015/08/12 09:00:00",9846.32,42.73,TRADE
NSW1,"2015/08/12 09:30:00",9724.84,41.16,TRADE
NSW1,"2015/08/12 10:00:00",9489.83,35.7,TRADE
NSW1,"2015/08/12 10:30:00",9259.24,35.33,TRADE
NSW1,"2015/08/12 11:00:00",9263.9,35.94,TRADE
NSW1,"2015/08/12 11:30:00",9180.06,35.15,TRADE
NSW1,"2015/08/12 12:00:00",9272.61,36.03,TRADE
NSW1,"2015/08/12 12:30:00",9362.42,36.2,TRADE
NSW1,"2015/08/12 13:00:00",9410.63,35.87,TRADE
NSW1,"2015/08/12 13:30:00",9090.92,35.97,TRADE
NSW1,"2015/08/12 14:00:00",8831.93,35.49,TRADE
NSW1,"2015/08/12 14:30:00",8678.45,31.23,TRADE
NSW1,"2015/08/12 15:00:00",8616.62,28.84,TRADE
NSW1,"2015/08/12 15:30:00",8696.95,29.23,TRADE
NSW1,"2015/08/12 16:00:00",8937.13,35.27,TRADE
NSW1,"2015/08/12 16:30:00",9215.58,34.38,TRADE
NSW1,"2015/08/12 17:00:00",9654.98,36.91,TRADE
NSW1,"2015/08/12 17:30:00",10253.4,44.5,TRADE
NSW1,"2015/08/12 18:00:00",11069.08,68.04,TRADE
NSW1,"2015/08/12 18:30:00",11329.6,45.93,TRADE
NSW1,"2015/08/12 19:00:00",11291.8,49.22,TRADE
NSW1,"2015/08/12 19:30:00",11071.65,43.77,TRADE
NSW1,"2015/08/12 20:00:00",10876.9,47.35,TRADE
NSW1,"2015/08/12 20:30:00",10709.51,43.68,TRADE
NSW1,"2015/08/12 21:00:00",10431.97,40.92,TRADE
NSW1,"2015/08/12 21:30:00",10137.05,38.36,TRADE
NSW1,"2015/08/12 22:00:00",9670.95,33.86,TRADE
NSW1,"2015/08/12 22:30:00",9480.75,38.28,TRADE
NSW1,"2015/08/12 23:00:00",9101.53,32.99,TRADE
NSW1,"2015/08/12 23:30:00",8849.85,33.62,TRADE
NSW1,"2015/08/13 00:00:00",8716.56,35.1,TRADE
NSW1,"2015/08/13 00:30:00",8523,39.35,TRADE
NSW1,"2015/08/13 01:00:00",8317.66,36.03,TRADE
NSW1,"2015/08/13 01:30:00",8035.71,37.64,TRADE
NSW1,"2015/08/13 02:00:00",7781.17,35.68,TRADE
NSW1,"2015/08/13 02:30:00",7426.47,35.09,TRADE
NSW1,"2015/08/13 03:00:00",7122.19,34.28,TRADE
NSW1,"2015/08/13 03:30:00",6915.66,34.15,TRADE
NSW1,"2015/08/13 04:00:00",6785.39,30.95,TRADE
NSW1,"2015/08/13 04:30:00",6766.21,32.71,TRADE
NSW1,"2015/08/13 05:00:00",6905.16,35.52,TRADE
NSW1,"2015/08/13 05:30:00",7260.27,35.57,TRADE
NSW1,"2015/08/13 06:00:00",7700.14,35.35,TRADE
NSW1,"2015/08/13 06:30:00",8629.69,33.72,TRADE
NSW1,"2015/08/13 07:00:00",9471,43.24,TRADE
NSW1,"2015/08/13 07:30:00",9927.87,42.55,TRADE
NSW1,"2015/08/13 08:00:00",10172.22,46.09,TRADE
NSW1,"2015/08/13 08:30:00",9981.39,39.99,TRADE
NSW1,"2015/08/13 09:00:00",9669.98,35,TRADE
NSW1,"2015/08/13 09:30:00",9511.17,35.85,TRADE
NSW1,"2015/08/13 10:00:00",9298.87,36.09,TRADE
NSW1,"2015/08/13 10:30:00",9085.74,36.01,TRADE
NSW1,"2015/08/13 11:00:00",8879.81,35.47,TRADE
NSW1,"2015/08/13 11:30:00",8651.57,34.28,TRADE
NSW1,"2015/08/13 12:00:00",8478.81,33.61,TRADE
NSW1,"2015/08/13 12:30:00",8384.83,31.25,TRADE
NSW1,"2015/08/13 13:00:00",8253.45,30.26,TRADE
NSW1,"2015/08/13 13:30:00",8181.7,31.24,TRADE
NSW1,"2015/08/13 14:00:00",8129.23,31.84,TRADE
NSW1,"2015/08/13 14:30:00",8116.53,31.89,TRADE
NSW1,"2015/08/13 15:00:00",8107.11,34.91,TRADE
NSW1,"2015/08/13 15:30:00",8154.26,34.64,TRADE
NSW1,"2015/08/13 16:00:00",8350.94,35.18,TRADE
NSW1,"2015/08/13 16:30:00",8593.26,34.3,TRADE
NSW1,"2015/08/13 17:00:00",8977.62,39.75,TRADE
NSW1,"2015/08/13 17:30:00",9553.45,35.85,TRADE
NSW1,"2015/08/13 18:00:00",10399.55,40.56,TRADE
NSW1,"2015/08/13 18:30:00",10824.29,48.07,TRADE
NSW1,"2015/08/13 19:00:00",10796.43,46.23,TRADE
NSW1,"2015/08/13 19:30:00",10654.73,39.53,TRADE
NSW1,"2015/08/13 20:00:00",10471.28,36.03,TRADE
NSW1,"2015/08/13 20:30:00",10313.2,36.88,TRADE
NSW1,"2015/08/13 21:00:00",10137.27,36.18,TRADE
NSW1,"2015/08/13 21:30:00",9847.81,35.27,TRADE
NSW1,"2015/08/13 22:00:00",9552.87,34.91,TRADE
NSW1,"2015/08/13 22:30:00",9401.98,37.01,TRADE
NSW1,"2015/08/13 23:00:00",9040.49,33.43,TRADE
NSW1,"2015/08/13 23:30:00",8864.14,35.56,TRADE
NSW1,"2015/08/14 00:00:00",8688.82,34.63,TRADE
NSW1,"2015/08/14 00:30:00",8414.16,36.02,TRADE
NSW1,"2015/08/14 01:00:00",8210.15,35.35,TRADE
NSW1,"2015/08/14 01:30:00",8004.82,37.07,TRADE
NSW1,"2015/08/14 02:00:00",7833.92,38.02,TRADE
NSW1,"2015/08/14 02:30:00",7469.6,35.84,TRADE
NSW1,"2015/08/14 03:00:00",7177.33,34.94,TRADE
NSW1,"2015/08/14 03:30:00",6977.53,34.91,TRADE
NSW1,"2015/08/14 04:00:00",6874.86,34.83,TRADE
NSW1,"2015/08/14 04:30:00",6875.01,34.93,TRADE
NSW1,"2015/08/14 05:00:00",6984.23,36.43,TRADE
NSW1,"2015/08/14 05:30:00",7386.25,41.09,TRADE
NSW1,"2015/08/14 06:00:00",7853.28,30.61,TRADE
NSW1,"2015/08/14 06:30:00",8684.91,35.18,TRADE
NSW1,"2015/08/14 07:00:00",9515.63,50.6,TRADE
NSW1,"2015/08/14 07:30:00",10062.45,52.86,TRADE
NSW1,"2015/08/14 08:00:00",10330.38,52.3,TRADE
NSW1,"2015/08/14 08:30:00",10225.45,42.92,TRADE
NSW1,"2015/08/14 09:00:00",9864.6,36.19,TRADE
NSW1,"2015/08/14 09:30:00",9723.05,36.25,TRADE
NSW1,"2015/08/14 10:00:00",9522.72,36.03,TRADE
NSW1,"2015/08/14 10:30:00",9201.75,33.59,TRADE
NSW1,"2015/08/14 11:00:00",9021.36,34.53,TRADE
NSW1,"2015/08/14 11:30:00",8765.07,32.36,TRADE
NSW1,"2015/08/14 12:00:00",8593.9,29.69,TRADE
NSW1,"2015/08/14 12:30:00",8506.06,31.37,TRADE
NSW1,"2015/08/14 13:00:00",8372.21,29.71,TRADE
NSW1,"2015/08/14 13:30:00",8246.94,32.74,TRADE
NSW1,"2015/08/14 14:00:00",8195.91,32.2,TRADE
NSW1,"2015/08/14 14:30:00",8158.96,31.32,TRADE
NSW1,"2015/08/14 15:00:00",8123.7,32.37,TRADE
NSW1,"2015/08/14 15:30:00",8131.45,31.7,TRADE
NSW1,"2015/08/14 16:00:00",8278.11,33.57,TRADE
NSW1,"2015/08/14 16:30:00",8566.89,31.91,TRADE
NSW1,"2015/08/14 17:00:00",8857.73,36.28,TRADE
NSW1,"2015/08/14 17:30:00",9309.23,34.09,TRADE
NSW1,"2015/08/14 18:00:00",9993.9,39.75,TRADE
NSW1,"2015/08/14 18:30:00",10252.98,35.95,TRADE
NSW1,"2015/08/14 19:00:00",10265.93,34.38,TRADE
NSW1,"2015/08/14 19:30:00",10066.27,34.53,TRADE
NSW1,"2015/08/14 20:00:00",9935.87,36.51,TRADE
NSW1,"2015/08/14 20:30:00",9873.28,38.01,TRADE
NSW1,"2015/08/14 21:00:00",9700.92,36,TRADE
NSW1,"2015/08/14 21:30:00",9538.81,36.04,TRADE
NSW1,"2015/08/14 22:00:00",9233.9,35.46,TRADE
NSW1,"2015/08/14 22:30:00",9256.84,42.56,TRADE
NSW1,"2015/08/14 23:00:00",8954.71,36.5,TRADE
NSW1,"2015/08/14 23:30:00",8856.92,36.62,TRADE
NSW1,"2015/08/15 00:00:00",8766.07,36.01,TRADE
NSW1,"2015/08/15 00:30:00",8550.93,35.9,TRADE
NSW1,"2015/08/15 01:00:00",8275.53,35.9,TRADE
NSW1,"2015/08/15 01:30:00",8062.54,35.92,TRADE
NSW1,"2015/08/15 02:00:00",7745.3,35.63,TRADE
NSW1,"2015/08/15 02:30:00",7381.73,35.18,TRADE
NSW1,"2015/08/15 03:00:00",7123.14,34.82,TRADE
NSW1,"2015/08/15 03:30:00",6865.12,34.91,TRADE
NSW1,"2015/08/15 04:00:00",6745.83,34.75,TRADE
NSW1,"2015/08/15 04:30:00",6656.19,32.13,TRADE
NSW1,"2015/08/15 05:00:00",6658.06,32.93,TRADE
NSW1,"2015/08/15 05:30:00",6785.09,33.73,TRADE
NSW1,"2015/08/15 06:00:00",7011.86,36.83,TRADE
NSW1,"2015/08/15 06:30:00",7330.3,35.21,TRADE
NSW1,"2015/08/15 07:00:00",7727,35.27,TRADE
NSW1,"2015/08/15 07:30:00",8193.01,35.58,TRADE
NSW1,"2015/08/15 08:00:00",8643.25,37.04,TRADE
NSW1,"2015/08/15 08:30:00",8894.23,37.04,TRADE
NSW1,"2015/08/15 09:00:00",8982.01,36.98,TRADE
NSW1,"2015/08/15 09:30:00",9002.33,38.08,TRADE
NSW1,"2015/08/15 10:00:00",8756.51,36.9,TRADE
NSW1,"2015/08/15 10:30:00",8613.88,35.98,TRADE
NSW1,"2015/08/15 11:00:00",8390.61,34.56,TRADE
NSW1,"2015/08/15 11:30:00",8153.86,32.94,TRADE
NSW1,"2015/08/15 12:00:00",8037.69,32.96,TRADE
NSW1,"2015/08/15 12:30:00",7946.61,33.02,TRADE
NSW1,"2015/08/15 13:00:00",7902.6,33.03,TRADE
NSW1,"2015/08/15 13:30:00",7828.76,34.15,TRADE
NSW1,"2015/08/15 14:00:00",7820.33,34.95,TRADE
NSW1,"2015/08/15 14:30:00",7830.92,34.86,TRADE
NSW1,"2015/08/15 15:00:00",7863.31,34.88,TRADE
NSW1,"2015/08/15 15:30:00",7906.21,35.34,TRADE
NSW1,"2015/08/15 16:00:00",7992.2,35.26,TRADE
NSW1,"2015/08/15 16:30:00",8212.73,35.49,TRADE
NSW1,"2015/08/15 17:00:00",8509.87,36.19,TRADE
NSW1,"2015/08/15 17:30:00",8925.87,36.22,TRADE
NSW1,"2015/08/15 18:00:00",9506.69,42.9,TRADE
NSW1,"2015/08/15 18:30:00",9718.72,43.44,TRADE
NSW1,"2015/08/15 19:00:00",9652.54,42.04,TRADE
NSW1,"2015/08/15 19:30:00",9385.65,36.21,TRADE
NSW1,"2015/08/15 20:00:00",9190.87,38.62,TRADE
NSW1,"2015/08/15 20:30:00",9029.37,41.79,TRADE
NSW1,"2015/08/15 21:00:00",8875.07,36.08,TRADE
NSW1,"2015/08/15 21:30:00",8695.95,35.99,TRADE
NSW1,"2015/08/15 22:00:00",8474.74,35.85,TRADE
NSW1,"2015/08/15 22:30:00",8413.48,36.29,TRADE
NSW1,"2015/08/15 23:00:00",8224.07,35.52,TRADE
NSW1,"2015/08/15 23:30:00",8143.76,35.12,TRADE
NSW1,"2015/08/16 00:00:00",7988.81,33.97,TRADE
NSW1,"2015/08/16 00:30:00",7692.04,33.13,TRADE
NSW1,"2015/08/16 01:00:00",7454.27,33.97,TRADE
NSW1,"2015/08/16 01:30:00",7251.15,34.3,TRADE
NSW1,"2015/08/16 02:00:00",7121.52,36.5,TRADE
NSW1,"2015/08/16 02:30:00",6809.76,34.49,TRADE
NSW1,"2015/08/16 03:00:00",6610.06,34.34,TRADE
NSW1,"2015/08/16 03:30:00",6434.5,32.33,TRADE
NSW1,"2015/08/16 04:00:00",6368.17,31.71,TRADE
NSW1,"2015/08/16 04:30:00",6333.56,30.72,TRADE
NSW1,"2015/08/16 05:00:00",6313.6,30.06,TRADE
NSW1,"2015/08/16 05:30:00",6438.18,31.98,TRADE
NSW1,"2015/08/16 06:00:00",6553.86,30.88,TRADE
NSW1,"2015/08/16 06:30:00",6816.2,29.96,TRADE
NSW1,"2015/08/16 07:00:00",7051.53,28.9,TRADE
NSW1,"2015/08/16 07:30:00",7360,26.19,TRADE
NSW1,"2015/08/16 08:00:00",7695.85,28.78,TRADE
NSW1,"2015/08/16 08:30:00",7993.88,32.17,TRADE
NSW1,"2015/08/16 09:00:00",8121.04,32.54,TRADE
NSW1,"2015/08/16 09:30:00",8113.66,32.01,TRADE
NSW1,"2015/08/16 10:00:00",7975.74,32.82,TRADE
NSW1,"2015/08/16 10:30:00",7859.75,30.31,TRADE
NSW1,"2015/08/16 11:00:00",7688.68,26.74,TRADE
